,Site Type,sample Type,distancetoirport,distancetolandfil,distancetochemfactory,distancetofirefighting,distancetowaterways,Total PFAS,PFAS_Found
205,3,5,2.444763319732722,4.92665046331679,7.2538781776673105,7.2538781776673105,26.9511241752373,45.45,1
206,3,0,10.310902544180463,5.337188041895959,15.880024743295367,15.880024743295367,19.0854284866785,20.6,1
207,0,1,6.566863234866416,7.68233597028431,2.331477061668753,2.331477061668753,3.7450372563203076,118.0,1
208,1,1,7.336486314635368,7.82041890401211,1.8060189018839379,1.8060189018839379,22.90487751249082,3.9,1
209,4,1,7.336486314635368,7.82041890401211,1.8060189018839379,1.8060189018839379,22.90487751249082,94.0,1
210,3,1,10.461234304309443,4.950199949089302,13.058409516803206,13.058409516803206,18.497849059433065,14.65,1
211,3,3,8.46065511179771,5.650238671609786,1.6912902271695982,1.6912902271695982,4.906667000924431,54.32,1
212,1,4,11.077090156118222,5.594738576084045,13.528452322624247,13.528452322624247,17.772291420282496,14.65,1
213,0,1,10.896049027180595,5.434416873364977,13.297159629279912,13.297159629279912,17.787933349382765,12.0,1
214,1,1,5.859883070217702,3.3963311541957935,3.361431784409294,3.361431784409294,30.94786473981999,0.0,0
215,1,0,4.841873712810387,4.908710507898479,1.9976875649637762,1.9976875649637762,26.594933473349684,13.0,1
216,4,1,9.186986584310588,4.520064374151912,5.785138348324926,5.785138348324926,32.11707860987286,79.0,1
217,1,4,22.6720481265705,17.050262965576277,18.094996234343068,18.094996234343068,51.06952717186633,0.0,0
218,1,4,7.296787467827973,4.308830828950668,15.710393081575425,15.710393081575425,3.3060122870748936,0.0,0
219,4,1,5.644964589228228,4.552892935684922,12.467629958359918,12.467629958359918,3.7263183123747092,79.0,1
220,0,1,14.86682500590901,11.360918086198573,13.51107059609132,13.51107059609132,39.34289937438638,150.0,1
221,3,5,12.999716307573253,7.554209731900746,7.190548418329309,7.190548418329309,8.331947830469787,119.02,1
222,1,4,21.69683681767678,13.421848777079372,13.30880925367709,13.30880925367709,44.423049982241245,0.0,0
223,3,3,13.285314826044143,1.7937857844570644,2.4745641435827745,2.4745641435827745,8.876381548677184,42.22,1
224,1,4,16.75478405892239,2.885685248273176,10.117690393089774,10.117690393089774,19.30206301017666,0.0,0
225,0,1,13.294800329601227,4.436116440386244,2.6322207956815524,2.6322207956815524,11.005288801021829,42.0,1
226,1,1,13.294800329601227,4.436116440386244,2.6322207956815524,2.6322207956815524,11.005288801021829,45.0,1
227,0,1,107.21370997727156,93.52950047003918,94.82597242403894,94.82597242403894,118.63480282202872,26.0,1
228,4,1,19.261132506593093,3.294638241187784,18.746703529226043,18.746703529226043,17.842838988657697,158.0,1
229,0,1,17.074877060478983,8.164904147542504,6.644900984853489,6.644900984853489,6.422697702782764,845.0,1
230,3,3,8.547863856934368,5.730136898740028,8.21908547368219,8.21908547368219,37.00179248520083,56.5,1
231,1,3,13.421433695902055,1.8153625027781581,3.88021016228012,3.88021016228012,13.937075779495643,1.1,1
232,0,3,5.651005448695175,3.8334727662746024,6.248856440091837,6.248856440091837,34.59920313756679,56.52,1
233,1,1,13.212547559015777,0.985257042343474,2.096709915110862,2.096709915110862,40.73273870320939,0.0,0
234,0,1,4.746097911932762,7.143546606068223,4.566359635982228,4.566359635982228,6.44304610826663,30.0,1
235,0,1,4.746097911932762,7.143546606068223,4.566359635982228,4.566359635982228,6.44304610826663,30.0,1
236,0,1,17.009417091832063,9.569670406307527,10.395787838739757,10.395787838739757,1.213993516055403,152.0,1
237,1,0,22.879597540901596,1.2041789966390724,0.26830286672986087,0.26830286672986087,32.1123208771649,14.0,1
238,0,1,11.812830390644091,7.452761695408141,4.604042782752773,4.604042782752773,11.119357398703713,41.0,1
239,0,1,57.42313115912407,53.5928461854698,60.93924898808097,60.93924898808097,93.36667089487287,37.0,1
240,1,1,30.086421969586834,21.909885222256484,20.922263053139737,20.922263053139737,52.101619613226724,0.0,0
241,3,0,19.249187634163164,6.641112594941771,11.182883848664043,11.182883848664043,7.484142546897075,111.9,1
242,1,3,7.626868069510377,5.430774740663821,2.7872782418020208,2.7872782418020208,0.049470097798932376,44.6,1
243,0,1,61.44878309262813,53.346116246257886,65.16778727713977,65.16778727713977,92.3366365881577,40.0,1
244,0,1,20.576378244699143,4.78643826385484,13.01178927730001,13.01178927730001,8.5366013051973,42.0,1
245,1,0,20.576378244699143,4.78643826385484,13.01178927730001,13.01178927730001,8.5366013051973,5.5,1
246,1,1,15.180288022716518,11.981324166610918,8.472277433368305,8.472277433368305,11.653139754256351,0.0,0
247,0,1,4.787941189438684,2.188982515891042,1.408009508681344,1.408009508681344,24.7758964504984,57.0,1
248,8,6,2.4599388322621794,4.529663352258081,0.954567754728515,0.954567754728515,5.188816197249579,84.1,1
249,1,1,12.651099199507188,5.468115933783697,4.79655678843266,4.79655678843266,20.34087586555261,4.0,1
250,3,0,15.298012028409378,4.907086871020546,11.10301495771572,11.10301495771572,5.004222222921399,95.62,1
251,1,1,15.69191128906464,1.0919468918830522,1.0770678893351933,1.0770678893351933,14.78735805433903,0.0,0
252,0,1,14.431387564672518,0.497216648893478,4.384040969420074,4.384040969420074,8.351081673191961,106.0,1
253,3,1,23.236371113534215,18.93788318617561,16.90833748591255,16.90833748591255,45.578164990459356,0.0,0
254,3,0,15.529542023329217,0.8834743138996982,5.4577410373939115,5.4577410373939115,8.791073730880807,101.0,1
255,1,0,17.18257965318863,2.5271171771937104,7.659274461947694,7.659274461947694,8.57141186194321,102.7,1
256,3,0,17.648275155621167,3.0631336272498064,7.701689648378641,7.701689648378641,9.773778990080707,67.0,1
257,4,1,15.974538245561659,12.812832124900469,19.8650369691897,19.8650369691897,8.729487443809267,79.0,1
258,1,1,7.742192940106192,2.606962157968385,1.1835946030517326,1.1835946030517326,1.6512473899282698,72.14,1
259,0,1,14.13915072082878,12.517468180075008,20.786234476831904,20.786234476831904,8.257905364844571,218.0,1
260,1,1,20.528263692717978,3.0927108151479157,3.7496291476602224,3.7496291476602224,15.779608841739943,1.6,1
261,0,1,16.33628508158312,0.6476586809189557,0.9808180431903847,0.9808180431903847,12.138542258903954,15.0,1
262,1,4,20.195064361225906,19.235734553453344,22.416639939517495,22.416639939517495,55.09401911336368,0.0,0
263,1,0,19.19143259960131,10.1374809442002,4.725984179195895,4.725984179195895,24.52119615261812,8.9,1
264,4,1,8.231289397226124,0.25098436045708916,2.1532143040965033,2.1532143040965033,0.1770503544819407,17.87,1
265,5,1,8.231289397226124,0.25098436045708916,2.1532143040965033,2.1532143040965033,0.1770503544819407,15.0,1
266,5,1,8.231289397226124,0.25098436045708916,2.1532143040965033,2.1532143040965033,0.1770503544819407,200.6,1
267,1,1,8.628768525236488,2.9943115665995452,1.2204862061795811,1.2204862061795811,1.1558269457523036,115.49,1
268,1,1,12.566207588910316,2.7914154351826146,6.581059885949905,6.581059885949905,2.8659956296066738,20.0,1
269,1,3,19.62856967576237,6.426100823082977,3.0820709388147316,3.0820709388147316,21.006983770788107,7.3,1
270,1,0,19.62856967576237,6.426100823082977,3.0820709388147316,3.0820709388147316,21.006983770788107,7.3,1
271,4,1,5.671654673289546,6.391333975135933,0.21994637638144243,0.21994637638144243,8.458067619815756,316.0,1
272,5,1,5.671654673289546,6.391333975135933,0.21994637638144243,0.21994637638144243,8.458067619815756,26.1,1
273,1,3,9.574948900455833,6.202506495473752,13.865381495233537,13.865381495233537,1.3406772047775688,6.4,1
274,6,1,23.691010302634,4.311187627714087,1.521615440452253,1.521615440452253,22.444967957260335,11.7,1
275,0,1,9.874131626080871,6.424370467741206,2.5947534992583074,2.5947534992583074,7.880123798934638,80.0,1
276,3,4,9.568848312859936,17.351356920493544,9.85466761980803,9.85466761980803,11.692153936713861,154.17,1
277,3,1,22.744753444988813,4.400799564954577,0.16955318421840315,0.16955318421840315,21.998493269038807,45.02,1
278,0,3,15.369858848757918,11.045896448189042,1.504221884777439,1.504221884777439,1.597865390657354,423.49,1
279,5,1,12.276451519443611,2.338324515398229,2.7524260994186447,2.7524260994186447,6.253354180252982,10.0,1
280,1,1,9.868844730799264,0.8023301214203952,1.1426421743611375,1.1426421743611375,8.495665009096768,31.0,1
281,0,1,24.913541154190806,2.47884882193984,1.8601751918636318,1.8601751918636318,21.594906686022803,49.0,1
282,0,1,24.913541154190806,2.47884882193984,1.8601751918636318,1.8601751918636318,21.594906686022803,49.0,1
283,1,1,25.652021341033908,2.862743251422884,1.3023265354045512,1.3023265354045512,21.547909798853098,45.02,1
284,1,1,3.845125721852442,3.9125438696557864,6.793648200016624,6.793648200016624,39.241769843915876,7.3,1
285,3,4,10.105863484136524,18.992057757402154,12.4761576174479,12.4761576174479,21.14435364127475,7.3,1
